timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
61027747,0.0223486,0.00734312,0.0109686,4000,0,-0.36825,-0.112081,-10.9702,4000,-9419,0.34368,8e-05,-0.04768,-758,5526.87,30.61
61031747,0.0229844,0.00628088,0.0103181,4000,0,-0.331809,-0.108718,-10.9731,4000,-3386,0.34096,-0.00168,-0.05096,-4758,5526.87,30.61
61035780,0.0235229,0.00575387,0.0107474,4033,0,-0.339467,-0.116403,-10.9665,4033,-7419,0.34096,-0.00168,-0.05096,-8791,5526.87,30.61
61039746,0.0244771,0.00584515,0.0106443,3966,0,-0.340039,-0.135036,-10.9927,3966,-1412,0.34232,0.00048,-0.0496,-1723,5526.28,30.61
61043746,0.0232029,0.00627889,0.0117064,4000,0,-0.33326,-0.131215,-10.9976,4000,-5412,0.34232,0.00048,-0.0496,-5723,5526.28,30.61
61047746,0.0229817,0.00649174,0.0116,4000,0,-0.34764,-0.121601,-10.9879,4000,-9412,0.34232,0.00048,-0.0496,-9723,5526.28,30.61
61051746,0.0240484,0.00744954,0.0106422,4000,0,-0.344359,-0.111478,-10.9785,4000,-3384,0.34016,-0.00048,-0.05176,-2754,5526.87,30.61
61055747,0.0239499,0.00788217,0.0103289,4001,0,-0.332816,-0.124498,-10.9654,4001,-7385,0.34016,-0.00048,-0.05176,-6755,5526.87,30.61
61059746,0.0230971,0.00638531,0.00989373,3999,0,-0.33131,-0.129217,-10.9745,3999,-1419,0.34168,-0.00024,-0.04712,-10754,5526.87,30.61
61063746,0.0233059,0.00702625,0.0105358,4000,0,-0.339469,-0.144155,-10.9621,4000,-5419,0.34168,-0.00024,-0.04712,-14754,5526.87,30.61
61067746,0.0234128,0.00638531,0.0096844,4000,0,-0.34798,-0.126323,-10.9465,4000,-9419,0.34168,-0.00024,-0.04712,-18754,5526.87,30.61
61087746,0.0235193,0.00702944,0.00957797,4000,0,-0.324729,-0.112452,-10.9586,4000,-9419,0.34424,-0.00088,-0.04768,-5725,5526.87,30.6
61091775,0.0233033,0.00670703,0.00968747,4029,0,-0.330905,-0.132619,-10.9692,4029,-3448,0.34112,-0.0004,-0.05088,-9754,5526.87,30.6
61095747,0.0226674,0.00777012,0.0106422,3972,0,-0.341886,-0.128324,-10.9669,3972,-7420,0.34112,-0.0004,-0.05088,-2741,5528.04,30.6
61099782,0.024049,0.00712988,0.0106422,4035,0,-0.364877,-0.138325,-10.9789,4035,-1455,0.34424,-0.00072,-0.04696,-6776,5528.04,30.6
61103746,0.0235154,0.00638532,0.0100008,3964,0,-0.358605,-0.110132,-10.9975,3964,-5419,0.34424,-0.00072,-0.04696,-10740,5528.04,30.6
61107746,0.0234128,0.00638531,0.00989312,4000,0,-0.368614,-0.105787,-10.9837,4000,-9419,0.34424,-0.00072,-0.04696,-14740,5528.04,30.6
61111795,0.0243718,0.0072327,0.0106422,4049,0,-0.381536,-0.122101,-10.9497,4049,-3468,0.34208,-0.00056,-0.05,-18789,5528.04,30.6
61115746,0.0243693,0.0057425,0.0106422,3951,0,-0.344627,-0.123502,-10.9327,3951,-7419,0.34208,-0.00056,-0.05,-749,5527.16,30.6
61119770,0.0236247,0.00638532,0.0101162,4024,0,-0.338055,-0.138921,-10.9347,4024,-1443,0.3444,-0.00056,-0.04304,-4773,5527.16,30.6
61123746,0.0234128,0.00702477,0.010324,3976,0,-0.319365,-0.137912,-10.9463,3976,-5419,0.3444,-0.00056,-0.04304,-8749,5527.16,30.6
61127746,0.0237326,0.00744953,0.00989378,4000,0,-0.343774,-0.133564,-10.9773,4000,-9419,0.3444,-0.00056,-0.04304,-1688,5527.02,30.6
61131763,0.0227754,0.00744953,0.0111714,4017,0,-0.36632,-0.156087,-11.0028,4017,-3436,0.34376,-0.00064,-0.0492,-5705,5527.02,30.6
61136583,0.0227959,0.00665249,0.0104615,4820,0,-0.354643,-0.127204,-10.995,4820,-8256,0.34376,-0.00064,-0.0492,-10525,5527.02,30.6
61140546,0.0236291,0.00692386,0.00989377,3963,0,-0.341847,-0.123967,-10.9985,3963,-2219,0.346,-0.00112,-0.04528,-3544,5524.82,30.6
61145358,0.0232335,0.00638533,0.0110821,4812,0,-0.335994,-0.138034,-10.9866,4812,-7031,0.346,-0.00112,-0.04528,-8356,5524.82,30.6
61150206,0.0238584,0.00603673,0.0106422,4848,0,-0.325611,-0.122758,-10.9682,4848,-1879,0.34296,-0.00192,-0.04896,-13204,5524.82,30.6
61154181,0.0226538,0.00638532,0.0100991,3975,0,-0.332293,-0.130046,-10.9649,3975,-5854,0.34296,-0.00192,-0.04896,-17179,5524.82,30.6
61158168,0.0228883,0.00713857,0.00979446,3987,0,-0.34832,-0.131043,-10.9717,3987,159,0.34256,-0.00224,-0.04472,-21166,5524.82,30.6
61162168,0.0241515,0.00671083,0.0106422,4000,0,-0.342364,-0.116386,-10.9707,4000,-3841,0.34256,-0.00224,-0.04472,-3139,5524.38,30.6
61166148,0.024373,0.00691449,0.0106422,3980,0,-0.345304,-0.135591,-10.9563,3980,-7821,0.34256,-0.00224,-0.04472,-7119,5524.38,30.6
61170174,0.024477,0.00703096,0.0106422,4026,0,-0.365748,-0.146469,-10.9382,4026,-1847,0.344,-0.00232,-0.04904,-153,5526.72,30.6
61174168,0.0237251,0.00702254,0.0106422,3994,0,-0.324485,-0.121088,-10.9574,3994,-5841,0.344,-0.00232,-0.04904,-4147,5526.72,30.6
61178168,0.0241635,0.00669887,0.0108521,4000,0,-0.32807,-0.108193,-10.9913,4000,159,0.34504,-0.00112,-0.0436,-8147,5526.72,30.6
61182168,0.0244771,0.00638531,0.0111802,4000,0,-0.340006,-0.108657,-10.9678,4000,-3841,0.34504,-0.00112,-0.0436,-1182,5525.7,30.6
61186157,0.0237303,0.00660022,0.011173,3989,0,-0.325569,-0.108705,-10.989,3989,-7830,0.34504,-0.00112,-0.0436,-5171,5525.7,30.6
61190199,0.0234128,0.00670271,0.0106422,4042,0,-0.312763,-0.0972797,-10.9873,4042,-1872,0.34424,-0.00152,-0.0464,-9213,5525.7,30.6
61194190,0.0226545,0.00638532,0.0104233,3991,0,-0.329561,-0.111745,-10.9747,3991,-5863,0.34424,-0.00152,-0.0464,-13204,5525.7,30.6
61198182,0.0233121,0.00638531,0.0107595,3992,0,-0.346327,-0.122584,-10.9609,3992,145,0.3444,-0.0028,-0.04056,-17196,5525.7,30.6
61202168,0.0229862,0.00584974,0.0111652,3986,0,-0.32686,-0.140893,-10.9545,3986,-3841,0.3444,-0.0028,-0.04056,-21182,5525.7,30.6
61206177,0.0236293,0.00489425,0.0114899,4009,0,-0.32177,-0.149369,-10.9674,4009,-7850,0.3444,-0.0028,-0.04056,-3191,5524.82,30.6
61210176,0.024477,0.00649989,0.0110639,3999,0,-0.33539,-0.136506,-10.9768,3999,-1841,0.3432,-0.00096,-0.04704,-7190,5524.82,30.6
61214180,0.0235152,0.00744953,0.0108564,4004,0,-0.348135,-0.132173,-10.9529,4004,-5845,0.3432,-0.00096,-0.04704,-157,5525.26,30.6
61218169,0.0234128,0.00690997,0.0111668,3989,0,-0.343826,-0.120653,-10.9405,3989,-9834,0.3432,-0.00096,-0.04704,-4146,5525.26,30.6
61222152,0.0234128,0.00691635,0.0102128,3983,0,-0.32652,-0.136537,-10.9382,3983,-3796,0.3424,-0.00256,-0.04128,-8129,5525.26,30.6
61226195,0.0238465,0.00681096,0.0111682,4043,0,-0.338092,-0.121093,-10.93,4043,-7839,0.3424,-0.00256,-0.04128,-1198,5525.99,30.6
61230168,0.0244771,0.00744954,0.0106422,3973,0,-0.333213,-0.115922,-10.9365,3973,-1836,0.34392,-0.00168,-0.04752,-5171,5525.99,30.6
61234193,0.0235157,0.00648817,0.010216,4025,0,-0.333787,-0.113399,-10.9666,4025,-5861,0.34392,-0.00168,-0.04752,-9196,5525.99,30.6
61238182,0.0243765,0.00638531,0.0101212,3989,0,-0.338592,-0.120367,-10.9442,3989,-9850,0.34392,-0.00168,-0.04752,-13185,5525.99,30.6
61242185,0.0235144,0.00660319,0.0101046,4003,0,-0.340934,-0.139365,-10.9467,4003,-3782,0.34496,-0.00296,-0.04304,-17188,5525.99,30.6
61246194,0.0239565,0.00670507,0.00999753,4009,0,-0.351091,-0.122909,-10.9509,4009,-7791,0.34496,-0.00296,-0.04304,-21197,5525.99,30.6
61250190,0.0242581,0.00690517,0.0103353,3996,0,-0.34657,-0.122748,-10.9831,3996,-1838,0.34464,-0.0012,-0.04632,-3009,5526.72,30.6
61254183,0.0239557,0.00660347,0.0106422,3993,0,-0.338104,-0.131584,-10.9392,3993,-5831,0.34464,-0.0012,-0.04632,-7002,5526.72,30.6
61258168,0.0254394,0.00766318,0.0106422,3985,0,-0.330789,-0.116367,-10.9712,3985,168,0.34512,-0.0028,-0.04256,-134,5524.23,30.6
61262168,0.0243676,0.00648882,0.0101073,4000,0,-0.345836,-0.128368,-10.9736,4000,-3832,0.34512,-0.0028,-0.04256,-4134,5524.23,30.6
61266168,0.0234128,0.00639117,0.00957798,4000,0,-0.334604,-0.144131,-10.9528,4000,-7832,0.34512,-0.0028,-0.04256,-8134,5524.23,30.6
61270168,0.0228836,0.00670617,0.010537,4000,0,-0.33137,-0.153693,-10.965,4000,-1796,0.34448,-0.00384,-0.0468,-1139,5526.43,30.6
61274154,0.0236275,0.00670878,0.0106422,3986,0,-0.339047,-0.135993,-10.9865,3986,-5782,0.34448,-0.00384,-0.0468,-5125,5526.43,30.6
61278192,0.024477,0.00744954,0.0113851,4038,0,-0.338973,-0.139339,-10.9749,4038,170,0.34608,-0.00336,-0.044,-9163,5526.43,30.6
61282168,0.0231868,0.00616544,0.0101039,3976,0,-0.327044,-0.130594,-10.9601,3976,-3806,0.34608,-0.00336,-0.044,-13139,5526.43,30.6
61286168,0.0233092,0.00638531,0.0105386,4000,0,-0.334735,-0.117341,-10.9492,4000,-7806,0.34608,-0.00336,-0.044,-17139,5526.43,30.6
61290168,0.0229895,0.00638532,0.00968586,4000,0,-0.362895,-0.113572,-10.9683,4000,-1827,0.34552,-0.00384,-0.04664,-21139,5526.43,30.6
61294160,0.0234128,0.00713549,0.0103282,3992,0,-0.354272,-0.135584,-10.9634,3992,-5819,0.34552,-0.00384,-0.04664,-3162,5527.46,30.61
61298168,0.0234128,0.00648967,0.0106422,4008,0,-0.340416,-0.128758,-10.9568,4008,173,0.346,-0.0024,-0.04048,-7170,5527.46,30.61
61302181,0.0241647,0.00638531,0.0111795,4013,0,-0.363586,-0.12544,-10.9699,4013,-3840,0.346,-0.0024,-0.04048,-157,5525.99,30.61
61306190,0.0244771,0.0061695,0.0117064,4009,0,-0.331036,-0.11002,-10.9937,4009,-7849,0.346,-0.0024,-0.04048,-4166,5525.99,30.61
61310168,0.0237228,0.00532109,0.0117064,3978,0,-0.322839,-0.115022,-10.9805,3978,-1807,0.344,-0.00168,-0.0436,-8144,5525.99,30.61
61314194,0.0234128,0.0060738,0.0117064,4026,0,-0.348776,-0.123884,-10.95,4026,-5833,0.344,-0.00168,-0.0436,-1208,5528.48,30.61
61318203,0.0243772,0.00638532,0.0117064,4009,0,-0.342251,-0.109206,-10.9617,4009,124,0.34456,-0.00296,-0.04056,-5217,5528.48,30.61
61322168,0.0236199,0.00670862,0.0109509,3965,0,-0.33612,-0.111613,-10.9617,3965,-3841,0.34456,-0.00296,-0.04056,-9182,5528.48,30.61
61326168,0.0250125,0.00638532,0.0106422,4000,0,-0.346222,-0.132708,-10.9663,4000,-7841,0.34456,-0.00296,-0.04056,-13182,5528.48,30.61
61330177,0.0247936,0.00659516,0.0106422,4009,0,-0.337615,-0.143156,-10.9392,4009,-1850,0.34448,-0.0024,-0.04488,-17191,5528.48,30.61
61334165,0.024045,0.00638531,0.0106422,3988,0,-0.342378,-0.136428,-10.9554,3988,-5838,0.34448,-0.0024,-0.04488,-21179,5528.48,30.61
61338184,0.0242596,0.00702282,0.00989375,4019,0,-0.327069,-0.125384,-10.9539,4019,143,0.34464,-0.0028,-0.04104,-2757,5525.84,30.62
61342168,0.0238442,0.00638531,0.0104397,3984,0,-0.336704,-0.116767,-10.9501,3984,-3841,0.34464,-0.0028,-0.04104,-6741,5525.84,30.62
61346175,0.024367,0.00670402,0.0117064,4007,0,-0.356319,-0.121666,-10.972,4007,-7848,0.34464,-0.0028,-0.04104,-154,5524.96,30.62
61350169,0.0238453,0.00617602,0.0117064,3994,0,-0.348949,-0.12404,-10.9927,3994,-1842,0.34408,-0.00352,-0.0432,-4148,5524.96,30.62
61354184,0.023729,0.00638532,0.0112765,4015,0,-0.332754,-0.131726,-10.972,4015,-5857,0.34408,-0.00352,-0.0432,-8163,5524.96,30.62
61358187,0.0234128,0.0071341,0.0106422,4003,0,-0.319074,-0.131608,-10.9714,4003,140,0.34536,-0.00352,-0.04112,-1190,5524.38,30.62
61362190,0.0239523,0.007235,0.0106422,4003,0,-0.342915,-0.118257,-10.961,4003,-3863,0.34536,-0.00352,-0.04112,-5193,5524.38,30.62
61366168,0.0240431,0.00638532,0.0102083,3978,0,-0.355331,-0.123641,-10.9304,3978,-7841,0.34536,-0.00352,-0.04112,-9171,5524.38,30.62
61370168,0.023944,0.0071336,0.00936647,4000,0,-0.351981,-0.165744,-10.9444,4000,-1839,0.34664,-0.0028,-0.04496,-13171,5524.38,30.62
61374194,0.0240445,0.00733745,0.00894634,4026,0,-0.346739,-0.164179,-10.9713,4026,-5865,0.34664,-0.0028,-0.04496,-17197,5524.38,30.62
61378170,0.0234128,0.00734715,0.00968825,3976,0,-0.356778,-0.148341,-10.9793,3976,-9841,0.34664,-0.0028,-0.04496,-21173,5524.38,30.62
61382168,0.0224519,0.00669822,0.0106422,3998,0,-0.3524,-0.131029,-10.9702,3998,-3841,0.34456,-0.00232,-0.04264,-3182,5527.46,30.61
61386168,0.0233092,0.00681393,0.0113929,4000,0,-0.337532,-0.101928,-10.9621,4000,-7841,0.34456,-0.00232,-0.04264,-7182,5527.46,30.61
61390949,0.0243905,0.00727113,0.011528,4781,0,-0.331217,-0.112943,-10.9674,4781,-2622,0.34528,-0.0044,-0.04256,-925,5523.94,30.61
61394970,0.0243744,0.00648801,0.0106422,4021,0,-0.342417,-0.119237,-10.9818,4021,-6643,0.34528,-0.0044,-0.04256,-4946,5523.94,30.61
61398946,0.0240552,0.00734542,0.0106422,3976,0,-0.333234,-0.126425,-10.9798,3976,-619,0.34536,-0.00296,-0.04176,-8922,5523.94,30.61
61402946,0.024477,0.00638532,0.0106422,4000,0,-0.346157,-0.129596,-10.9555,4000,-4619,0.34536,-0.00296,-0.04176,-1950,5523.35,30.61
61406946,0.0238432,0.00734284,0.0115997,4000,0,-0.342859,-0.156696,-10.9806,4000,-8619,0.34536,-0.00296,-0.04176,-5950,5523.35,30.61
61410946,0.0241567,0.00734604,0.0113871,4000,0,-0.346702,-0.129784,-10.9692,4000,-2619,0.34648,-0.0024,-0.03984,-9950,5523.35,30.61
61414964,0.0251156,0.00606563,0.0107481,4018,0,-0.327021,-0.130233,-11.0004,4018,-6637,0.34648,-0.0024,-0.03984,-13968,5523.35,30.61
61418978,0.0238323,0.00586182,0.0106422,4014,0,-0.340929,-0.149918,-10.9615,4014,-651,0.34624,-0.00376,-0.0404,-17982,5523.35,30.61
61422946,0.0239452,0.0053211,0.0096811,3968,0,-0.343289,-0.141259,-10.966,3968,-4619,0.34624,-0.00376,-0.0404,-21950,5523.35,30.61
61426947,0.0235164,0.005856,0.0105357,4001,0,-0.358726,-0.142695,-10.9813,4001,-8620,0.34624,-0.00376,-0.0404,-2448,5523.64,30.61
61430946,0.024477,0.00563751,0.0109586,3999,0,-0.344236,-0.138903,-10.9487,3999,-2619,0.34488,-0.00328,-0.03976,-6447,5523.64,30.61
61434946,0.0235206,0.00638532,0.0117064,4000,0,-0.365342,-0.130731,-10.9352,4000,-6619,0.34488,-0.00328,-0.03976,-10447,5523.64,30.61
61438983,0.023736,0.00638532,0.0117064,4037,0,-0.364859,-0.12832,-10.974,4037,-656,0.34792,-0.00592,-0.04064,-3579,5525.55,30.61
61442946,0.0243747,0.00702659,0.0110652,3963,0,-0.361133,-0.12103,-11.0004,3963,-4619,0.34792,-0.00592,-0.04064,-7542,5525.55,30.61
61446946,0.0234128,0.00744954,0.0106422,4000,0,-0.339408,-0.142239,-10.9923,4000,-8619,0.34792,-0.00592,-0.04064,-958,5524.82,30.61
61450947,0.0239477,0.00681103,0.0111771,4001,0,-0.354354,-0.138864,-10.9841,4001,-2582,0.3448,-0.00392,-0.04192,-4959,5524.82,30.61
61454957,0.0237342,0.00638531,0.0107469,4010,0,-0.355743,-0.130707,-10.9722,4010,-6592,0.3448,-0.00392,-0.04192,-8969,5524.82,30.61
61458946,0.0243718,0.00670066,0.0116045,3989,0,-0.349615,-0.12314,-10.9879,3989,-619,0.34832,-0.00432,-0.04072,-12958,5524.82,30.61
61462947,0.0253302,0.00744953,0.0109598,4001,0,-0.330895,-0.10343,-11.0215,4001,-4620,0.34832,-0.00432,-0.04072,-16959,5524.82,30.61
61466946,0.0241549,0.00744954,0.0107486,3999,0,-0.333247,-0.108218,-11.0033,3999,-8619,0.34832,-0.00432,-0.04072,-20958,5524.82,30.61
61470946,0.0241651,0.00649173,0.0103187,4000,0,-0.34378,-0.114908,-10.9716,4000,-2583,0.34632,-0.00448,-0.03984,-2960,5526.87,30.61
61474977,0.0234128,0.00628262,0.0106422,4031,0,-0.347128,-0.118781,-10.9822,4031,-6614,0.34632,-0.00448,-0.03984,-6991,5526.87,30.61
61478946,0.0234128,0.00628088,0.0106422,3969,0,-0.338016,-0.114467,-10.9783,3969,-618,0.34784,-0.00464,-0.03736,-10960,5526.87,30.61
61482946,0.0234128,0.00638532,0.0106422,4000,0,-0.332794,-0.121663,-10.9707,4000,-4618,0.34784,-0.00464,-0.03736,-3145,5525.99,30.61
61486946,0.0227743,0.00638531,0.0106422,4000,0,-0.356679,-0.100585,-10.9576,4000,-8618,0.34784,-0.00464,-0.03736,-7145,5525.99,30.61
61490946,0.0235187,0.00638531,0.0112802,4000,0,-0.359623,-0.112014,-10.9827,4000,-2619,0.34592,-0.00528,-0.03824,-958,5526.72,30.61
61494946,0.0235163,0.00638532,0.0117064,4000,0,-0.34527,-0.13643,-10.9516,4000,-6619,0.34592,-0.00528,-0.03824,-4958,5526.72,30.61
61498946,0.0241607,0.00606897,0.0117064,4000,0,-0.349527,-0.151379,-10.9462,4000,-619,0.3464,-0.00472,-0.03776,-8958,5526.72,30.61
61502978,0.0234128,0.00627975,0.0110644,4032,0,-0.341346,-0.134083,-10.9683,4032,-4651,0.3464,-0.00472,-0.03776,-12990,5526.72,30.61
61506946,0.0233109,0.00638532,0.00968096,3968,0,-0.33472,-0.15041,-10.9708,3968,-8619,0.3464,-0.00472,-0.03776,-16958,5526.72,30.61
61510946,0.0229858,0.00702252,0.0105356,4000,0,-0.334708,-0.147578,-10.9841,4000,-2619,0.3456,-0.00504,-0.03928,-20958,5526.72,30.61
61514946,0.0234128,0.00649174,0.0106422,4000,0,-0.339485,-0.108244,-11.0144,4000,-6619,0.3456,-0.00504,-0.03928,-2753,5525.4,30.62
61518946,0.0234128,0.00638532,0.0106422,4000,0,-0.354299,-0.108135,-10.9804,4000,-619,0.348,-0.00632,-0.0384,-6753,5525.4,30.62
61522968,0.0234128,0.00638532,0.0106422,4022,0,-0.344817,-0.129255,-10.9577,4022,-4641,0.348,-0.00632,-0.0384,-10775,5525.4,30.62
61526946,0.0237309,0.00584317,0.0112841,3978,0,-0.355794,-0.130708,-11.0024,3978,-8619,0.348,-0.00632,-0.0384,-3479,5525.4,30.62
61530946,0.0234128,0.00735017,0.0113953,4000,0,-0.36162,-0.130828,-10.9966,4000,-2619,0.3452,-0.00512,-0.0376,-7479,5525.4,30.62
61534946,0.0234128,0.00638532,0.0106422,4000,0,-0.338993,-0.129247,-11.0033,4000,-6619,0.3452,-0.00512,-0.0376,-949,5525.4,30.62
61538946,0.0234128,0.00733726,0.0106422,4000,0,-0.348556,-0.131786,-10.9681,4000,-618,0.34784,-0.00464,-0.03672,-4949,5525.4,30.62
61542965,0.0225648,0.00649614,0.0112759,4019,0,-0.357709,-0.113034,-10.9635,4019,-4637,0.34784,-0.00464,-0.03672,-8968,5525.4,30.62
61546946,0.0237309,0.00638532,0.0105382,3981,0,-0.339958,-0.104386,-10.965,3981,-8618,0.34784,-0.00464,-0.03672,-12949,5525.4,30.62
61550946,0.0234128,0.00585401,0.00957797,4000,0,-0.323679,-0.109535,-10.9607,4000,-2619,0.3464,-0.00664,-0.036,-16949,5525.4,30.62
61554946,0.0234128,0.00638531,0.00999315,4000,0,-0.33988,-0.135983,-10.9654,4000,-6619,0.3464,-0.00664,-0.036,-20949,5525.4,30.62
61558946,0.024369,0.00638532,0.0117064,4000,0,-0.350596,-0.125949,-10.9721,4000,-619,0.34808,-0.00712,-0.03424,-2960,5526.58,30.62
61562969,0.0236214,0.00628083,0.0114917,4023,0,-0.338037,-0.135049,-10.9563,4023,-4642,0.34808,-0.00712,-0.03424,-6983,5526.58,30.62
61566946,0.0233087,0.00628137,0.0112842,3977,0,-0.358661,-0.133552,-10.942,3977,-8619,0.34808,-0.00712,-0.03424,-10960,5526.58,30.62
61570947,0.0223486,0.00764729,0.0102102,4001,0,-0.349896,-0.120922,-10.9396,4001,-2620,0.34456,-0.00616,-0.03528,-2835,5526.72,30.62
61574946,0.0226594,0.00724503,0.0109663,3999,0,-0.367342,-0.113361,-10.9458,3999,-6619,0.34456,-0.00616,-0.03528,-6834,5526.72,30.62
61578946,0.0240543,0.00734311,0.0106422,4000,0,-0.350032,-0.132665,-10.9329,4000,-619,0.34784,-0.00576,-0.03632,-10834,5526.72,30.62
61582989,0.0240559,0.00659866,0.0111772,4043,0,-0.358221,-0.138902,-10.9439,4043,-4662,0.34784,-0.00576,-0.03632,-3600,5528.48,30.62
61586968,0.024477,0.00744954,0.0106422,3979,0,-0.369789,-0.141286,-10.945,3979,-8641,0.34784,-0.00576,-0.03632,-7579,5528.48,30.62
61590946,0.024477,0.00691034,0.01129,3978,0,-0.344633,-0.131197,-10.9541,3978,-2619,0.34384,-0.00592,-0.04008,-11557,5528.48,30.62
61594946,0.0244771,0.00744954,0.0106422,4000,0,-0.355844,-0.122124,-10.9385,4000,-6619,0.34384,-0.00592,-0.04008,-15557,5528.48,30.62
61598946,0.024477,0.00744954,0.0106422,4000,0,-0.33995,-0.115879,-10.9928,4000,-619,0.34912,-0.00464,-0.03536,-19557,5528.48,30.62
61602962,0.0238384,0.00776899,0.0107474,4016,0,-0.351961,-0.118263,-10.964,4016,-4635,0.34912,-0.00464,-0.03536,-1974,5526.58,30.63
61606980,0.0244771,0.00787385,0.0115989,4018,0,-0.346227,-0.134629,-10.9501,4018,-8653,0.34912,-0.00464,-0.03536,-5992,5526.58,30.63
61610946,0.0247953,0.00776698,0.0106422,3966,0,-0.346714,-0.154236,-10.9314,3966,-2619,0.34632,-0.00512,-0.03976,-9958,5526.58,30.63
61614946,0.0244842,0.006811,0.0106422,4000,0,-0.337582,-0.139983,-10.952,4000,-6619,0.34632,-0.00512,-0.03976,-2960,5526.58,30.63
61618946,0.0243705,0.00648828,0.0106422,4000,0,-0.333783,-0.103895,-10.9526,4000,-619,0.34776,-0.00448,-0.0348,-6960,5526.58,30.63
61622978,0.0238355,0.00734264,0.0106422,4032,0,-0.337121,-0.116405,-10.9511,4032,-4651,0.34776,-0.00448,-0.0348,-10992,5526.58,30.63
61626946,0.0237304,0.00670689,0.0106422,3968,0,-0.335191,-0.137453,-10.9645,3968,-8619,0.34776,-0.00448,-0.0348,-2437,5525.84,30.63
61630946,0.0237261,0.00702199,0.0097867,4000,0,-0.321337,-0.11437,-10.9694,4000,-2619,0.3452,-0.00408,-0.04104,-6437,5525.84,30.63
61634946,0.024477,0.00744954,0.0106422,4000,0,-0.324638,-0.122144,-10.9559,4000,-6619,0.3452,-0.00408,-0.04104,-10437,5525.84,30.63
61638946,0.0246957,0.00659829,0.0103231,4000,0,-0.322753,-0.119656,-10.9539,4000,-619,0.34632,-0.00496,-0.03816,-14437,5525.84,30.63
61642946,0.023726,0.00734924,0.0106422,4000,0,-0.341441,-0.116331,-10.9569,4000,-4619,0.34632,-0.00496,-0.03816,-18437,5525.84,30.63
61646946,0.0243736,0.00670165,0.0103217,4000,0,-0.329497,-0.126411,-10.9452,4000,-8619,0.34632,-0.00496,-0.03816,-948,5525.55,30.62
61650946,0.0225552,0.00734937,0.0106422,4000,0,-0.325076,-0.118752,-10.9712,4000,-2619,0.34544,-0.00512,-0.04192,-4948,5525.55,30.62
61654946,0.0235117,0.00638532,0.0097847,4000,0,-0.347071,-0.118246,-10.9692,4000,-6619,0.34544,-0.00512,-0.04192,-8948,5525.55,30.62
61658946,0.0238429,0.00638532,0.0103302,4000,0,-0.357314,-0.115401,-10.9851,4000,-594,0.34632,-0.00352,-0.038,-1947,5527.75,30.62
61663774,0.0235899,0.00736137,0.010554,4828,0,-0.34155,-0.126907,-10.9754,4828,-5422,0.34632,-0.00352,-0.038,-6775,5527.75,30.62
61667746,0.0245842,0.00744954,0.0106422,3972,0,-0.342866,-0.125938,-10.988,3972,-9394,0.34632,-0.00352,-0.038,-10747,5527.75,30.62
61671746,0.0246899,0.00691981,0.0114936,4000,0,-0.354353,-0.11822,-10.9823,4000,-3419,0.34592,-0.00368,-0.04096,-3558,5525.55,30.62
61675746,0.0243706,0.00638532,0.0113921,4000,0,-0.3438,-0.131674,-10.9554,4000,-7419,0.34592,-0.00368,-0.04096,-7558,5525.55,30.62
61679746,0.0230948,0.00638531,0.0106422,4000,0,-0.35626,-0.13308,-10.9186,4000,-1383,0.3456,-0.0036,-0.03784,-11558,5525.55,30.62
61683796,0.0228844,0.00638532,0.00978819,4050,0,-0.353429,-0.14932,-10.9575,4050,-5433,0.3456,-0.0036,-0.03784,-15608,5525.55,30.62
61687768,0.0234128,0.00638531,0.0101168,3972,0,-0.362519,-0.135448,-10.9865,3972,-9405,0.3456,-0.0036,-0.03784,-19580,5525.55,30.62
61691746,0.0234128,0.00638532,0.00978905,3978,0,-0.352442,-0.119177,-10.9894,3978,-3419,0.34584,-0.0048,-0.04104,-1748,5527.02,30.63
61695746,0.0237282,0.00596482,0.00957797,4000,0,-0.350488,-0.124989,-10.9708,4000,-7419,0.34584,-0.0048,-0.04104,-5748,5527.02,30.63
61699746,0.0244771,0.00638531,0.0101006,4000,0,-0.355316,-0.110068,-10.9592,4000,-1371,0.34712,-0.00512,-0.03808,-9748,5527.02,30.63
61703763,0.02501,0.0069169,0.00989802,4017,0,-0.342355,-0.130258,-10.9588,4017,-5388,0.34712,-0.00512,-0.03808,-2764,5527.9,30.63
61707780,0.0239411,0.00712553,0.0105317,4017,0,-0.344435,-0.128306,-10.9693,4017,-9405,0.34712,-0.00512,-0.03808,-6781,5527.9,30.63
61712546,0.0237701,0.00700808,0.0104674,4766,0,-0.359101,-0.140851,-10.9534,4766,-4219,0.34568,-0.00336,-0.04432,-548,5526.72,30.63
61717355,0.024477,0.00647384,0.0108193,4809,0,-0.351962,-0.159217,-10.9491,4809,-9028,0.34568,-0.00336,-0.04432,-5357,5526.72,30.63
61721378,0.0239395,0.00638531,0.0106422,4023,0,-0.357262,-0.150755,-10.9327,4023,-3051,0.34624,-0.00432,-0.0392,-9380,5526.72,30.63
