timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,magnetometer_timestamp_relative,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],baro_timestamp_relative,baro_alt_meter,baro_temp_celcius
73458946,0.023726,0.00638509,-0.062143,4000,0,-0.317895,0.174669,-10.9601,4000,-591,0.38392,0.48704,0.05504,-8960,5528.63,31.22
73462946,0.0237357,0.00638527,-0.0366388,4000,0,-0.336127,-0.0455946,-10.9936,4000,-4591,0.38392,0.48704,0.05504,-1960,5527.02,31.22
73466994,0.0241568,0.00638527,-0.027452,4048,0,-0.320314,-0.0905089,-10.9841,4048,-8639,0.38392,0.48704,0.05504,-6008,5527.02,31.22
73470946,0.0240493,0.00638533,-0.0238406,3952,0,-0.294942,-0.117495,-10.9808,3952,-2611,0.3848,0.48712,0.06264,-9960,5527.02,31.22
73474946,0.0237321,0.00638529,-0.0225768,4000,0,-0.337624,-0.064726,-10.9459,4000,-6611,0.3848,0.48712,0.06264,-2474,5525.11,31.22
73478946,0.0234128,0.00638528,-0.0128829,4000,0,-0.332768,-0.0750462,-10.9405,4000,-619,0.38304,0.48776,0.05776,-6474,5525.11,31.22
73482946,0.0234128,0.00479244,-0.0102256,4000,0,-0.32378,-0.126083,-10.9472,4000,-4619,0.38304,0.48776,0.05776,-10474,5525.11,31.22
73486964,0.0229937,0.00702337,-0.00830185,4018,0,-0.311712,-0.112669,-10.9892,4018,-8637,0.38304,0.48776,0.05776,-14492,5525.11,31.22
73490946,0.0237304,0.00744961,-0.0146634,3982,0,-0.283478,-0.317169,-11.0028,3982,-2619,0.38344,0.48616,0.06136,-18474,5525.11,31.22
73494946,0.0227742,0.00607201,-0.0618038,4000,0,-0.302048,-0.705106,-10.9708,4000,-6619,0.38344,0.48616,0.06136,-947,5524.67,31.24
73498946,0.0232075,0.00532139,-0.142332,4000,0,-0.313504,-0.575424,-10.9591,4000,-619,0.38264,0.4876,0.05512,-4947,5524.67,31.24
73502946,0.0230916,0.00478394,-0.164808,4000,0,-0.298402,0.0534583,-10.9998,4000,-4619,0.38264,0.4876,0.05512,-8947,5524.67,31.24
73506946,0.0224551,0.00532098,-0.134599,4000,0,-0.280056,0.101365,-11.0138,4000,-8619,0.38264,0.4876,0.05512,-1960,5525.84,31.24
73510946,0.023305,0.00596085,-0.110087,4000,0,-0.320263,0.0314006,-10.9909,4000,-2619,0.3824,0.48672,0.06048,-5960,5525.84,31.24
73514978,0.0235189,0.00574787,-0.0826577,4032,0,-0.343342,0.100531,-10.9812,4032,-6651,0.3824,0.48672,0.06048,-9992,5525.84,31.24
73518946,0.0240527,0.00563438,-0.0660417,3968,0,-0.344705,-0.158901,-10.9673,3968,-619,0.38392,0.48888,0.05664,-2928,5524.82,31.24
73522946,0.0234128,0.00606141,-0.0885279,4000,0,-0.336694,-0.375757,-10.9736,4000,-4619,0.38392,0.48888,0.05664,-6928,5524.82,31.24
73526946,0.0236256,0.00638548,-0.122454,4000,0,-0.343834,-0.36022,-10.9941,4000,-8619,0.38392,0.48888,0.05664,-10928,5524.82,31.24
73530946,0.0237321,0.00638525,-0.137095,4000,0,-0.328101,-0.0424306,-10.9976,4000,-2619,0.382,0.48784,0.06176,-14928,5524.82,31.24
73534959,0.0234129,0.00638523,-0.114795,4013,0,-0.320781,0.0102558,-10.9655,4013,-6632,0.382,0.48784,0.06176,-18941,5524.82,31.24
73538946,0.0238348,0.00638531,-0.109366,3987,0,-0.341803,-0.183348,-10.9842,3987,-619,0.38192,0.48952,0.0592,-960,5525.55,31.22
73542946,0.0237321,0.00723696,-0.126641,4000,0,-0.371105,-0.235593,-10.9927,4000,-4619,0.38192,0.48952,0.0592,-4960,5525.55,31.22
73546946,0.0227736,0.00638535,-0.14016,4000,0,-0.311811,-0.15501,-10.9517,4000,-8619,0.38192,0.48952,0.0592,-8960,5525.55,31.22
73550946,0.0224522,0.00638509,-0.115549,4000,0,-0.323378,0.154658,-10.9302,4000,-2619,0.38128,0.48952,0.05912,-1960,5525.11,31.22
73554955,0.0233084,0.00596108,-0.0866613,4009,0,-0.345237,-0.099039,-10.9721,4009,-6628,0.38128,0.48952,0.05912,-5969,5525.11,31.22
73558946,0.0227723,0.00532124,-0.103938,3991,0,-0.316833,-0.433003,-10.997,3991,-603,0.38096,0.4896,0.0568,-9960,5525.11,31.22
73562946,0.0234128,0.00532122,-0.145912,4000,0,-0.348527,-0.253888,-11.0412,4000,-4603,0.38096,0.4896,0.0568,-2713,5524.52,31.22
73566946,0.0232001,0.00606584,-0.126801,4000,0,-0.37299,0.182249,-10.9937,4000,-8603,0.38096,0.4896,0.0568,-6713,5524.52,31.22
73570946,0.0234128,0.00628468,-0.0988205,4000,0,-0.348769,-0.0156718,-11.0041,4000,-2619,0.38272,0.48896,0.05816,-10713,5524.52,31.22
73574960,0.0234129,0.0060671,-0.0865236,4014,0,-0.344775,-0.0081441,-10.9946,4014,-6633,0.38272,0.48896,0.05816,-14727,5524.52,31.22
73578951,0.0242687,0.00596098,-0.0705518,3991,0,-0.328962,0.00430128,-11.01,3991,-617,0.3808,0.49216,0.05712,-18718,5524.52,31.22
73582946,0.0226669,0.00532109,-0.0581025,3995,0,-0.314473,-0.093254,-10.9558,3995,-4612,0.3808,0.49216,0.05712,-960,5523.5,31.22
73586946,0.0226708,0.00606602,-0.0675326,4000,0,-0.34616,-0.300737,-10.9563,4000,-8612,0.3808,0.49216,0.05712,-4960,5523.5,31.22
73590957,0.0219284,0.00542765,-0.111794,4011,0,-0.341447,-0.536824,-10.9597,4011,-2620,0.38024,0.4892,0.05768,-8971,5523.5,31.22
73594980,0.0212844,0.0053211,-0.1523,4023,0,-0.277088,-0.0957639,-10.9592,4023,-6643,0.38024,0.4892,0.05768,-1991,5530.39,31.22
73598978,0.0222468,0.0067115,-0.122561,3998,0,-0.315264,0.0722884,-10.9707,3998,-651,0.38008,0.49232,0.05816,-5989,5530.39,31.22
73602946,0.0227734,0.00638512,-0.107791,3968,0,-0.337101,-0.106056,-10.976,3968,-4619,0.38008,0.49232,0.05816,-9957,5530.39,31.22
73606946,0.0229902,0.00499896,-0.107258,4000,0,-0.320388,-0.185314,-10.9899,4000,-8619,0.38008,0.49232,0.05816,-2955,5525.55,31.22
73610946,0.0222451,0.00532104,-0.108603,4000,0,-0.310676,0.0295768,-10.9918,4000,-2619,0.38088,0.49024,0.05656,-6955,5525.55,31.22
73614948,0.0217075,0.00542462,-0.0725165,4002,0,-0.330413,0.15147,-10.9712,4002,-6621,0.38088,0.49024,0.05656,-10957,5525.55,31.22
73618979,0.0227769,0.00649228,-0.0435465,4031,0,-0.312736,-0.04551,-10.9727,4031,-652,0.37872,0.4916,0.0576,-14988,5525.55,31.22
73622947,0.023949,0.00734483,-0.0523832,3968,0,-0.326073,-0.388021,-10.9828,3968,-4620,0.37872,0.4916,0.0576,-18956,5525.55,31.22
73626946,0.0234128,0.00552859,-0.0946573,3999,0,-0.348315,-0.356016,-10.9826,3999,-8619,0.37872,0.4916,0.0576,-947,5527.31,31.24
73630947,0.0225586,0.0063852,-0.0982694,4001,0,-0.301757,0.0986817,-11.0219,4001,-2586,0.37992,0.49032,0.05768,-4948,5527.31,31.24
73634968,0.0243713,0.00564353,-0.0588117,4021,0,-0.325104,0.158444,-11.0058,4021,-6607,0.37992,0.49032,0.05768,-8969,5527.31,31.24
73638946,0.0236272,0.00574609,-0.0289956,3978,0,-0.346181,0.0260377,-10.9722,3978,-619,0.37752,0.49248,0.05936,-1949,5525.55,31.24
73642960,0.0244771,0.00638527,-0.0145868,4014,0,-0.327537,-0.0716733,-10.9755,4014,-4633,0.37752,0.49248,0.05936,-5963,5525.55,31.24
73646946,0.0237296,0.00585013,-0.0101035,3986,0,-0.327982,-0.143096,-10.9817,3986,-8619,0.37752,0.49248,0.05936,-9949,5525.55,31.24
73650946,0.0241555,0.00648888,-0.016131,4000,0,-0.329509,-0.263384,-10.9745,4000,-2584,0.37976,0.49,0.05864,-2336,5528.34,31.24
73654952,0.0237361,0.00659303,-0.0463836,4006,0,-0.350901,-0.479887,-11.0247,4006,-6590,0.37976,0.49,0.05864,-6342,5528.34,31.24
73658946,0.0237325,0.00702626,-0.0908354,3994,0,-0.323655,-0.298348,-11.0163,3994,-619,0.37896,0.49376,0.06016,-10336,5528.34,31.24
73662946,0.0243706,0.0062795,-0.10833,4000,0,-0.364891,-0.291037,-10.9875,4000,-4619,0.37896,0.49376,0.06016,-14336,5528.34,31.24
73666961,0.0240565,0.00532121,-0.136037,4015,0,-0.290741,-0.239195,-10.9775,4015,-8634,0.37896,0.49376,0.06016,-18351,5528.34,31.24
73670946,0.0229889,0.0053212,-0.140245,3985,0,-0.312322,-0.222126,-10.9856,3985,-2619,0.3796,0.49096,0.05808,-951,5525.99,31.24
73674946,0.0223486,0.00542468,-0.162279,4000,0,-0.256101,-0.225011,-10.9717,4000,-6619,0.3796,0.49096,0.05808,-4951,5525.99,31.24
73678946,0.0227714,0.00638519,-0.160134,4000,0,-0.325251,0.0277692,-10.9849,4000,-619,0.37744,0.4944,0.05832,-8951,5525.99,31.24
73682978,0.0234129,0.00606793,-0.132038,4032,0,-0.325551,0.0169257,-11.0081,4032,-4651,0.37744,0.4944,0.05832,-1992,5527.31,31.24
73686946,0.0226626,0.00457103,-0.129174,3968,0,-0.34545,-0.222504,-10.9893,3968,-8619,0.37744,0.4944,0.05832,-5960,5527.31,31.24
73690946,0.0223486,0.0050018,-0.153987,4000,0,-0.361574,-0.193023,-10.9856,4000,-2607,0.37856,0.49192,0.0556,-9960,5527.31,31.24
73694946,0.0230936,0.00532099,-0.149646,4000,0,-0.333733,-0.0627089,-10.9817,4000,-6607,0.37856,0.49192,0.0556,-2960,5527.75,31.24
73698946,0.0227723,0.00542464,-0.143646,4000,0,-0.368155,-0.188083,-11.0004,4000,-619,0.37632,0.49632,0.0584,-6960,5527.75,31.24
73702983,0.0233054,0.00627805,-0.169397,4037,0,-0.385436,-0.242031,-10.9928,4037,-4656,0.37632,0.49632,0.0584,-10997,5527.75,31.24
73706946,0.0231005,0.005321,-0.172374,3963,0,-0.36648,-0.0994926,-10.9827,3963,-8619,0.37632,0.49632,0.0584,-14960,5527.75,31.24
73710946,0.0234128,0.00532118,-0.180567,4000,0,-0.30736,-0.194195,-10.9367,4000,-2619,0.37792,0.49272,0.054,-18960,5527.75,31.24
73714946,0.0239496,0.00542393,-0.184447,4000,0,-0.325453,-0.0587477,-10.9401,4000,-6619,0.37792,0.49272,0.054,-944,5527.75,31.23
73718946,0.0234129,0.00638518,-0.169099,4000,0,-0.373176,0.119589,-10.9514,4000,-619,0.374,0.49584,0.05856,-4944,5527.75,31.23
73722980,0.0233057,0.00627821,-0.147421,4034,0,-0.374907,-0.0881267,-11.0065,4034,-4653,0.374,0.49584,0.05856,-8978,5527.75,31.23
73726946,0.0223486,0.00467447,-0.157432,3966,0,-0.374406,-0.196891,-11.022,3966,-8619,0.374,0.49584,0.05856,-1952,5527.6,31.23
73730946,0.0233059,0.00574241,-0.168238,4000,0,-0.403808,-0.167247,-11.0096,4000,-2619,0.37608,0.49376,0.05552,-5952,5527.6,31.23
73734946,0.0225587,0.00670723,-0.155433,4000,0,-0.35054,0.101945,-10.9736,4000,-6619,0.37608,0.49376,0.05552,-9952,5527.6,31.23
73738946,0.0235134,0.00542741,-0.123439,4000,0,-0.344273,0.00129766,-10.9651,4000,-619,0.37448,0.49568,0.05824,-2710,5527.31,31.23
73742984,0.024477,0.0053212,-0.127961,4038,0,-0.360843,-0.264351,-10.9789,4038,-4657,0.37448,0.49568,0.05824,-6748,5527.31,31.23
73746946,0.0240502,0.00456937,-0.132907,3962,0,-0.281745,-0.0676105,-10.9879,3962,-8619,0.37448,0.49568,0.05824,-10710,5527.31,31.23
73750946,0.0234128,0.0052149,-0.130206,4000,0,-0.337654,-0.263292,-10.973,4000,-2619,0.37784,0.49456,0.05648,-14710,5527.31,31.23
73754946,0.0225585,0.00542464,-0.144935,4000,0,-0.32045,-0.214283,-10.9971,4000,-6619,0.37784,0.49456,0.05648,-18710,5527.31,31.23
73758946,0.0223525,0.00596565,-0.162086,4000,0,-0.310639,-0.345423,-10.9928,4000,-619,0.37616,0.49792,0.06096,-960,5524.67,31.23
73762953,0.0212843,0.00457573,-0.180501,4007,0,-0.290173,-0.0911404,-11.0321,4007,-4626,0.37616,0.49792,0.06096,-4967,5524.67,31.23
73766978,0.0223478,0.00425675,-0.167599,4025,0,-0.345787,0.0216698,-11.0138,4025,-8651,0.37616,0.49792,0.06096,-8992,5524.67,31.23
73770948,0.0227684,0.00511158,-0.165318,3970,0,-0.429551,-0.13842,-11.0047,3970,-2621,0.3756,0.49504,0.05584,-1960,5525.99,31.23
73774946,0.0226675,0.00436033,-0.156034,3998,0,-0.354598,0.0958735,-11.0171,3998,-6619,0.3756,0.49504,0.05584,-5958,5525.99,31.23
73778946,0.0224502,0.00532119,-0.155634,4000,0,-0.419823,-0.220161,-11.0216,4000,-619,0.37416,0.4992,0.06184,-9958,5525.99,31.23
73782946,0.0229901,0.0053211,-0.164014,4000,0,-0.287875,-0.113459,-10.9942,4000,-4619,0.37416,0.4992,0.06184,-2960,5525.99,31.23
73786970,0.0224547,0.00532108,-0.156348,4024,0,-0.274741,-0.172079,-11.0074,4024,-8643,0.37416,0.4992,0.06184,-6984,5525.99,31.23
73790946,0.0240581,0.00628163,-0.181814,3976,0,-0.339936,-0.467815,-10.9745,3976,-2619,0.37552,0.49656,0.0568,-10960,5525.99,31.23
73794946,0.0229929,0.00542895,-0.222944,4000,0,-0.320922,-0.395024,-10.97,4000,-6619,0.37552,0.49656,0.0568,-14960,5525.99,31.23
73798956,0.0229869,0.00574247,-0.239466,4010,0,-0.283022,-0.104418,-10.9942,4010,-624,0.3748,0.50072,0.06064,-18970,5525.99,31.23
73802946,0.0224503,0.00564255,-0.214386,3990,0,-0.262748,0.17728,-11.0053,3990,-4614,0.3748,0.50072,0.06064,-950,5526.14,31.24
73806946,0.0234129,0.00616793,-0.175128,4000,0,-0.340796,0.112226,-10.9937,4000,-8614,0.3748,0.50072,0.06064,-4950,5526.14,31.24
73810947,0.0226678,0.00670446,-0.148887,4001,0,-0.34092,-0.0349173,-10.986,4001,-2614,0.37352,0.49936,0.05472,-8951,5526.14,31.24
73814946,0.0223485,0.00564022,-0.14579,3999,0,-0.357772,-0.173569,-10.9764,3999,-6613,0.37352,0.49936,0.05472,-1956,5525.4,31.24
73818946,0.0223486,0.00532106,-0.145594,4000,0,-0.339924,-0.103003,-10.9568,4000,-619,0.37368,0.50072,0.06056,-5956,5525.4,31.24
73822946,0.0231896,0.00532091,-0.130647,4000,0,-0.328218,0.0704386,-10.9827,4000,-4619,0.37368,0.50072,0.06056,-9956,5525.4,31.24
73826946,0.0244771,0.00648283,-0.0985185,4000,0,-0.335092,0.0418668,-10.996,4000,-8619,0.37368,0.50072,0.06056,-2448,5528.63,31.24
73830946,0.0244771,0.00744952,-0.0865286,4000,0,-0.329681,-0.119128,-11.0086,4000,-2619,0.37408,0.49832,0.05464,-6448,5528.63,31.24
73834946,0.024477,0.00703152,-0.0801516,4000,0,-0.303959,-0.100685,-11.0028,4000,-6619,0.37408,0.49832,0.05464,-10448,5528.63,31.24
73838946,0.025435,0.00638531,-0.0780104,4000,0,-0.329923,-0.174216,-10.9942,4000,-594,0.37416,0.50272,0.06224,-14448,5528.63,31.24
73842946,0.0247964,0.00596269,-0.0861629,4000,0,-0.362957,-0.309096,-10.9922,4000,-4594,0.37416,0.50272,0.06224,-18448,5528.63,31.24
73846947,0.0240571,0.00510526,-0.10059,4001,0,-0.341712,-0.0204551,-11.0099,4001,-8595,0.37416,0.50272,0.06224,-949,5526.43,31.24
73850988,0.023734,0.00532099,-0.08192,4041,0,-0.296877,0.0400746,-10.9908,4041,-2661,0.37376,0.49856,0.05312,-4990,5526.43,31.24
73854946,0.0248005,0.00532107,-0.0748027,3958,0,-0.338143,-0.117276,-10.9697,3958,-6619,0.37376,0.49856,0.05312,-8948,5526.43,31.24
73858946,0.024584,0.00532131,-0.0922769,4000,0,-0.384569,-0.364816,-10.9927,4000,-583,0.37112,0.50128,0.05992,-1947,5526.72,31.24
73862946,0.024477,0.00532119,-0.128336,4000,0,-0.311391,-0.256056,-10.9951,4000,-4583,0.37112,0.50128,0.05992,-5947,5526.72,31.24
73866946,0.0235223,0.00500495,-0.126089,4000,0,-0.252285,-0.0188011,-11.0109,4000,-8583,0.37112,0.50128,0.05992,-9947,5526.72,31.24
73870953,0.0240479,0.00563869,-0.111013,4007,0,-0.31925,-0.0933117,-11.031,4007,-2626,0.3728,0.4988,0.05488,-2925,5528.04,31.24
73874946,0.0246902,0.00628302,-0.119825,3993,0,-0.334731,-0.218733,-10.997,3993,-6619,0.3728,0.4988,0.05488,-6918,5528.04,31.24
73878946,0.0247938,0.00638363,-0.123149,4000,0,-0.340434,-0.0514263,-10.9775,4000,-609,0.37232,0.5024,0.06272,-10918,5528.04,31.24
73882946,0.0249041,0.00744944,-0.102642,4000,0,-0.362977,0.0622947,-10.9725,4000,-4609,0.37232,0.5024,0.06272,-14918,5528.04,31.24
73886946,0.0252148,0.00671168,-0.0818845,4000,0,-0.348628,-0.0732159,-10.9981,4000,-8609,0.37232,0.5024,0.06272,-18918,5528.04,31.24
73890959,0.0245867,0.00638543,-0.0873442,4013,0,-0.363875,-0.304355,-10.9884,4013,-2632,0.37176,0.49992,0.05576,-961,5525.99,31.26
73894946,0.024477,0.00542622,-0.107476,3987,0,-0.337655,-0.315531,-10.9932,3987,-6619,0.37176,0.49992,0.05576,-4948,5525.99,31.26
73898946,0.0251156,0.00563953,-0.129182,4000,0,-0.301149,-0.419943,-10.9774,4000,-619,0.3716,0.5024,0.062,-8948,5525.99,31.26
73902946,0.0239497,0.00575163,-0.151888,4000,0,-0.335628,-0.183737,-10.9741,4000,-4619,0.3716,0.5024,0.062,-1948,5526.87,31.26
73906946,0.0235134,0.00595729,-0.149803,4000,0,-0.346761,-0.348095,-10.9671,4000,-8619,0.3716,0.5024,0.062,-5948,5526.87,31.26
73910958,0.0238374,0.00532121,-0.172728,4012,0,-0.358207,-0.2462,-10.9592,4012,-2631,0.37064,0.49968,0.05576,-9960,5526.87,31.26
73914946,0.0243718,0.00627998,-0.172406,3988,0,-0.359169,0.0554719,-10.9803,3988,-6619,0.37064,0.49968,0.05576,-2748,5527.16,31.26
73918947,0.024477,0.0054275,-0.168556,4001,0,-0.339568,-0.136117,-11.007,4001,-620,0.37136,0.50288,0.06304,-6749,5527.16,31.26
73922946,0.0245806,0.00595543,-0.17353,3999,0,-0.272806,-0.300724,-11.0066,3999,-4619,0.37136,0.50288,0.06304,-10748,5527.16,31.26
73926946,0.0252191,0.00638538,-0.189934,4000,0,-0.250262,-0.288537,-10.99,4000,-8619,0.37136,0.50288,0.06304,-14748,5527.16,31.26
73930946,0.0246869,0.0070267,-0.18573,4000,0,-0.296683,-0.0402836,-10.9726,4000,-2619,0.37016,0.50168,0.05344,-18748,5527.16,31.26
73934978,0.0247968,0.0062811,-0.163679,4032,0,-0.400801,0.165336,-10.9721,4032,-6651,0.37016,0.50168,0.05344,-979,5525.7,31.24
73938946,0.0240565,0.00596479,-0.148446,3968,0,-0.368165,-0.107894,-10.9588,3968,-619,0.37128,0.50248,0.0628,-4947,5525.7,31.24
73942946,0.0245806,0.00648883,-0.164212,4000,0,-0.346228,-0.220301,-10.9611,4000,-4619,0.37128,0.50248,0.0628,-8947,5525.7,31.24
73946946,0.02448,0.00734598,-0.156789,4000,0,-0.35099,0.0300831,-10.9808,4000,-8619,0.37128,0.50248,0.0628,-1947,5524.52,31.24
73950946,0.0234128,0.00574689,-0.148297,4000,0,-0.348314,-0.290024,-10.9961,4000,-2619,0.37088,0.5036,0.05616,-5947,5524.52,31.24
73954983,0.0234128,0.00532128,-0.188555,4037,0,-0.305464,-0.324515,-10.9828,4037,-6656,0.37088,0.5036,0.05616,-9984,5524.52,31.24
73958946,0.0236256,0.00596348,-0.191632,3963,0,-0.357864,0.22354,-10.9645,3963,-619,0.37,0.502,0.06312,-2948,5526.58,31.24
73962946,0.0233065,0.00500147,-0.158051,4000,0,-0.364402,0.042457,-10.9717,4000,-4619,0.37,0.502,0.06312,-6948,5526.58,31.24
73966946,0.0234128,0.00532123,-0.162444,4000,0,-0.365829,-0.334932,-10.954,4000,-8619,0.37,0.502,0.06312,-10948,5526.58,31.24
73970946,0.0234128,0.00532122,-0.19676,4000,0,-0.361577,-0.349794,-10.9548,4000,-2619,0.36952,0.50352,0.05568,-14948,5526.58,31.24
73974946,0.0237292,0.00532077,-0.184147,4000,0,-0.331435,0.326374,-10.9731,4000,-6619,0.36952,0.50352,0.05568,-18948,5526.58,31.24
73978946,0.0241655,0.00532097,-0.129471,4000,0,-0.321337,0.188026,-10.9876,4000,-619,0.36872,0.50472,0.06312,-941,5525.7,31.24
73982946,0.0230965,0.00627912,-0.133935,4000,0,-0.330892,-0.411622,-10.9923,4000,-4619,0.36872,0.50472,0.06312,-4941,5525.7,31.24
73986946,0.0229981,0.00658998,-0.147626,4000,0,-0.343303,0.001652,-10.9812,4000,-8619,0.36872,0.50472,0.06312,-8941,5525.7,31.24
73990947,0.0229874,0.00607203,-0.128682,4001,0,-0.383616,-0.0126352,-10.9957,4001,-2620,0.3696,0.50256,0.0544,-1951,5527.02,31.24
73994946,0.0230964,0.00595736,-0.12714,3999,0,-0.368828,-0.243912,-10.9913,3999,-6619,0.3696,0.50256,0.0544,-5950,5527.02,31.24
73998954,0.0223485,0.00532491,-0.149935,4008,0,-0.325564,-0.349128,-11.0033,4008,-627,0.36944,0.50576,0.06376,-9958,5527.02,31.24
74002946,0.0222496,0.00466833,-0.165072,3992,0,-0.334547,-0.281667,-11.0061,3992,-4619,0.36944,0.50576,0.06376,-2474,5528.48,31.24
74006946,0.0219218,0.00628273,-0.187633,4000,0,-0.317584,-0.205041,-11.0157,4000,-8619,0.36944,0.50576,0.06376,-6474,5528.48,31.24
74010946,0.0228837,0.00532099,-0.176784,4000,0,-0.274854,-0.0488992,-11.0192,4000,-2619,0.37,0.50464,0.05608,-10474,5528.48,31.24
74014946,0.0229864,0.00563693,-0.174075,4000,0,-0.294841,-0.279391,-11.0132,4000,-6619,0.37,0.50464,0.05608,-14474,5528.48,31.24
74019017,0.0227669,0.00638536,-0.183776,4071,0,-0.332852,-0.120448,-11.018,4071,-682,0.368,0.50672,0.06392,-18545,5528.48,31.24
74022946,0.0222466,0.00628341,-0.182933,3929,0,-0.303391,-0.222941,-10.9956,3929,-4611,0.368,0.50672,0.06392,-942,5524.96,31.25
74026947,0.0212845,0.00605899,-0.196862,4001,0,-0.31111,-0.15653,-10.9573,4001,-8612,0.368,0.50672,0.06392,-4943,5524.96,31.25
74030946,0.0206429,0.00681078,-0.19646,3999,0,-0.328045,-0.0921435,-10.964,3999,-2619,0.36696,0.50536,0.05832,-8942,5524.96,31.25
74034946,0.0222422,0.00542755,-0.197389,4000,0,-0.289633,-0.238849,-10.9864,4000,-6619,0.36696,0.50536,0.05832,-1944,5525.99,31.25
74038958,0.02203,0.0043674,-0.216412,4012,0,-0.297411,-0.343124,-10.9804,4012,-631,0.36544,0.50632,0.06528,-5956,5525.99,31.25
74042946,0.0212843,0.00361654,-0.240973,3988,0,-0.239139,-0.363083,-10.9854,3988,-4619,0.36544,0.50632,0.06528,-9944,5525.99,31.25
74046946,0.0221394,0.00415059,-0.277953,4000,0,-0.222628,-0.477905,-11.0009,4000,-8619,0.36544,0.50632,0.06528,-2942,5527.31,31.25
74050946,0.0206459,0.00436039,-0.284389,4000,0,-0.250833,-0.0970681,-10.9865,4000,-2581,0.36672,0.50832,0.06192,-6942,5527.31,31.25
74054946,0.0203238,0.00605444,-0.258123,4000,0,-0.332261,0.282571,-11.0075,4000,-6581,0.36672,0.50832,0.06192,-10942,5527.31,31.25
74058963,0.020965,0.00638506,-0.197611,4017,0,-0.455195,0.617979,-10.9899,4017,-636,0.36592,0.50912,0.05768,-14959,5527.31,31.25
74062947,0.0208615,0.0057439,-0.151923,3984,0,-0.392654,-0.0451238,-11.0106,3984,-4620,0.36592,0.50912,0.05768,-18943,5527.31,31.25
74066946,0.0206458,0.00532141,-0.18362,3999,0,-0.280462,-0.767561,-10.9802,3999,-8619,0.36592,0.50912,0.05768,-943,5524.52,31.25
74070946,0.0208543,0.00596698,-0.25662,4000,0,-0.201375,-0.534568,-10.9933,4000,-2577,0.36576,0.50976,0.06304,-4943,5524.52,31.25
74074946,0.0220228,0.00468239,-0.279974,4000,0,-0.33552,-0.0132417,-10.9932,4000,-6577,0.36576,0.50976,0.06304,-8943,5524.52,31.25
74078946,0.0229929,0.00521467,-0.254169,4000,0,-0.360051,0.0992289,-10.9736,4000,-596,0.36504,0.51016,0.05728,-1944,5527.31,31.25
74082946,0.0212843,0.00468421,-0.23045,4000,0,-0.353312,0.000356138,-10.9473,4000,-4596,0.36504,0.51016,0.05728,-5944,5527.31,31.25
74086946,0.0228807,0.00393296,-0.211359,4000,0,-0.359171,-0.00191656,-10.9816,4000,-8596,0.36504,0.51016,0.05728,-9944,5527.31,31.25
74090946,0.0243707,0.00499457,-0.216617,4000,0,-0.335057,-0.268072,-11.0064,4000,-2603,0.3636,0.50896,0.06256,-2772,5525.99,31.25
74094946,0.0255382,0.00638539,-0.237293,4000,0,-0.406928,-0.326753,-10.9937,4000,-6603,0.3636,0.50896,0.06256,-6772,5525.99,31.25
74098947,0.0262891,0.00638498,-0.221383,4001,0,-0.46067,0.498531,-11.0038,4001,-600,0.36264,0.50992,0.05808,-10773,5525.99,31.25
74102982,0.0255413,0.0062807,-0.135581,4035,0,-0.412393,0.377,-10.9861,4035,-4635,0.36264,0.50992,0.05808,-14808,5525.99,31.25
74106946,0.0247922,0.00532127,-0.119949,3964,0,-0.398087,-0.412049,-10.9581,3964,-8599,0.36264,0.50992,0.05808,-18772,5525.99,31.25
74110946,0.0240513,0.00446696,-0.158507,4000,0,-0.343408,-0.553087,-10.9894,4000,-2606,0.36264,0.51112,0.06248,-944,5526.14,31.26
74114946,0.024477,0.00596384,-0.20211,4000,0,-0.336542,-0.62309,-10.9836,4000,-6606,0.36264,0.51112,0.06248,-4944,5526.14,31.26
74118946,0.0244771,0.00595984,-0.254958,4000,0,-0.366339,-0.539454,-10.9889,4000,-593,0.36384,0.51248,0.05888,-8944,5526.14,31.26
74122979,0.0244771,0.00627817,-0.259873,4033,0,-0.355292,0.0801004,-10.9927,4033,-4626,0.36384,0.51248,0.05888,-1976,5523.94,31.26
74126946,0.0244771,0.00532107,-0.234071,3967,0,-0.304193,-0.0879059,-10.9779,3967,-8593,0.36384,0.51248,0.05888,-5943,5523.94,31.26
74130946,0.0235195,0.00563451,-0.23693,4000,0,-0.409446,-0.0436972,-10.9924,4000,-2594,0.36144,0.51184,0.0628,-9943,5523.94,31.26
74134947,0.0227779,0.00542757,-0.231345,4001,0,-0.386344,-0.156092,-10.9697,4001,-6595,0.36144,0.51184,0.0628,-2945,5527.16,31.26
74138946,0.0222451,0.00532112,-0.231364,3999,0,-0.319709,-0.11585,-10.996,3999,-573,0.36096,0.51288,0.05888,-6944,5527.16,31.26
74142946,0.0216007,0.00500163,-0.219483,4000,0,-0.355415,0.174193,-11.0107,4000,-4573,0.36096,0.51288,0.05888,-10944,5527.16,31.26
74146959,0.0229886,0.00500261,-0.17485,4013,0,-0.33565,0.407132,-11.0004,4013,-8586,0.36096,0.51288,0.05888,-14957,5527.16,31.26
